feature,classification,risk_level,metadata_column,numeric_training,numeric_validation,training_null_count,validation_null_count,future_reference_detected,target_reference_detected,negative_shift_detected,forward_window_detected,centered_window_detected,expanding_window_detected,rolling_operation_detected,lag_operation_detected,current_state_indicator,source_evidence_count,source_files,manual_review_required,reasons
occupancy_rate_lag_1d,historical_lag,REVIEW,False,True,True,1428,600,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_lag_30m,historical_lag,REVIEW,False,True,True,1438,324,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_lag_1h,historical_lag,REVIEW,False,True,True,2731,617,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_lag_2h,historical_lag,REVIEW,False,True,True,5467,1207,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_lag_3h,historical_lag,REVIEW,False,True,True,8241,1800,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_lag_6h,historical_lag,REVIEW,False,True,True,16535,3577,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_lag_12h,historical_lag,REVIEW,False,True,True,23244,4980,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_lag_1d,historical_lag,REVIEW,False,True,True,1428,600,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_lag_30m,historical_lag,REVIEW,False,True,True,1438,324,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_lag_1h,historical_lag,REVIEW,False,True,True,2731,617,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_lag_2h,historical_lag,REVIEW,False,True,True,5467,1207,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_lag_3h,historical_lag,REVIEW,False,True,True,8241,1800,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_lag_6h,historical_lag,REVIEW,False,True,True,16535,3577,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_lag_12h,historical_lag,REVIEW,False,True,True,23244,4980,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_lag_1d,historical_lag,REVIEW,False,True,True,1428,600,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupancy_rate_roll_mean_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_std_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_min_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_max_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_median_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_trend_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_count_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_missing_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_coverage_ratio_1h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_1h_available,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_mean_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_std_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_min_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_max_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_median_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_trend_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_count_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_missing_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_coverage_ratio_2h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_2h_available,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_mean_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_std_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_min_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_max_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_median_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_trend_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_count_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_missing_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_coverage_ratio_3h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_3h_available,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_mean_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_std_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_min_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_max_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_median_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_trend_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_count_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_missing_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_coverage_ratio_6h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_6h_available,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_mean_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,1,C:\agano\Oshwal\docs\Project\smart-parking-system\backend\app\ml\features\rolling_features.py,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_std_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_min_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_max_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_median_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_trend_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_count_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_missing_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_coverage_ratio_12h,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_12h_available,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_mean_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_std_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_min_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_max_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_median_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_trend_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_count_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_missing_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_coverage_ratio_1d,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupancy_rate_roll_1d_available,current_state,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,True,0,,True,Feature represents current parking state. Its validity depends on whether current state is genuinely available at prediction time.
occupied_spaces_roll_mean_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_std_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_min_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_max_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_median_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_trend_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_count_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_missing_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_coverage_ratio_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_1h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_mean_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_std_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_min_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_max_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_median_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_trend_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_count_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_missing_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_coverage_ratio_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_2h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_mean_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_std_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_min_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_max_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_median_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_trend_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_count_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_missing_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_coverage_ratio_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_3h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_mean_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_std_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_min_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_max_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_median_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_trend_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_count_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_missing_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_coverage_ratio_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_6h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_mean_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_std_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_min_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_max_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_median_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_trend_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_count_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_missing_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_coverage_ratio_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_12h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_mean_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_std_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_min_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_max_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_median_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_trend_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_count_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_missing_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_coverage_ratio_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
occupied_spaces_roll_1d_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_mean_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_std_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_min_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_max_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_median_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_trend_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_count_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_missing_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_coverage_ratio_1h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_1h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_mean_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_std_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_min_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_max_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
