feature,family,present_in_training,present_in_validation,dtype_training,dtype_validation,null_count_training,null_count_validation,source_evidence_count,source_files,source_lines,source_operations,source_expressions,candidate_source_columns,has_shift,has_negative_shift,has_positive_shift,has_rolling,has_centered_rolling,has_expanding,has_diff,has_pct_change,has_forward_operation,has_future_named_signal,target_context_evidence,feature_context_evidence,temporal_direction,causal_assessment,production_verdict,notes
available_spaces_roll_median_6h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_min_12h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_min_1d,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_min_1h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_min_2h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_min_3h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_min_6h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_missing_12h,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_missing_1d,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_missing_1h,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_missing_2h,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_missing_3h,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_missing_6h,other,True,True,int64,int64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_std_12h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_std_1d,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_std_1h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_std_2h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_std_3h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_std_6h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_trend_12h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_trend_1d,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_trend_1h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_trend_2h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_trend_3h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
available_spaces_roll_trend_6h,historical,True,True,float64,float64,0,0,0,[],[],[],[],[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,REQUIRES_CAUSAL_REVIEW,"[""No sufficiently direct source-code lineage was identified.""]"
calculated_demand_level,current_state,True,True,float64,float64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[694, 1662, 1947]",[],"['""calculated_demand_level"",', '""calculated_demand_level""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_day_of_month,temporal_calendar,True,True,int64,int64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[464, 1390, 1578]",[],"['""calendar_day_of_month"",', 'add(""calendar_day_of_month"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_day_of_week,temporal_calendar,True,True,int64,int64,0,0,7,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[492, 958, 970, 1396, 1451, 1453, 1580]",[],"['""calendar_day_of_week"",', '""calendar_day_of_week_sin"",', '""calendar_day_of_week_cos"",', 'add(""calendar_day_of_week"")', 'add(""calendar_day_of_week_sin"")', 'add(""calendar_day_of_week_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_day_of_week_cos,temporal_calendar,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[970, 1453]",[],"['""calendar_day_of_week_cos"",', 'add(""calendar_day_of_week_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_day_of_week_sin,temporal_calendar,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[958, 1451]",[],"['""calendar_day_of_week_sin"",', 'add(""calendar_day_of_week_sin"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_day_of_year,temporal_calendar,True,True,int64,int64,0,0,7,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[478, 994, 1006, 1393, 1455, 1457, 1579]",[],"['""calendar_day_of_year"",', '""calendar_day_of_year_sin"",', '""calendar_day_of_year_cos"",', 'add(""calendar_day_of_year"")', 'add(""calendar_day_of_year_sin"")', 'add(""calendar_day_of_year_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_day_of_year_cos,temporal_calendar,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[1006, 1457]",[],"['""calendar_day_of_year_cos"",', 'add(""calendar_day_of_year_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_day_of_year_sin,temporal_calendar,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[994, 1455]",[],"['""calendar_day_of_year_sin"",', 'add(""calendar_day_of_year_sin"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_month,temporal_calendar,True,True,int64,int64,0,0,7,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[420, 925, 937, 1381, 1447, 1449, 1575]",[],"['""calendar_month"",', '""calendar_month_sin"",', '""calendar_month_cos"",', 'add(""calendar_month"")', 'add(""calendar_month_sin"")', 'add(""calendar_month_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_month_cos,temporal_calendar,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[937, 1449]",[],"['""calendar_month_cos"",', 'add(""calendar_month_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_month_sin,temporal_calendar,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[925, 1447]",[],"['""calendar_month_sin"",', 'add(""calendar_month_sin"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_quarter,other,True,True,int64,int64,0,0,7,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[434, 1027, 1039, 1384, 1459, 1461, 1576]",[],"['""calendar_quarter"",', '""calendar_quarter_sin"",', '""calendar_quarter_cos"",', 'add(""calendar_quarter"")', 'add(""calendar_quarter_sin"")', 'add(""calendar_quarter_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_quarter_cos,other,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[1039, 1461]",[],"['""calendar_quarter_cos"",', 'add(""calendar_quarter_cos"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_quarter_sin,other,True,True,float64,float64,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[1027, 1459]",[],"['""calendar_quarter_sin"",', 'add(""calendar_quarter_sin"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_week_of_month,temporal_calendar,True,True,int64,int64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[525, 1399, 1581]",[],"['""calendar_week_of_month"",', 'add(""calendar_week_of_month"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_week_of_quarter,temporal_calendar,True,True,int64,int64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[581, 1402, 1582]",[],"['""calendar_week_of_quarter"",', 'add(""calendar_week_of_quarter"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_week_of_year,temporal_calendar,True,True,int64,int64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[448, 1387, 1577]",[],"['""calendar_week_of_year"",', 'add(""calendar_week_of_year"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
calendar_year,other,True,True,int64,int64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[406, 1378, 1574]",[],"['""calendar_year"",', 'add(""calendar_year"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
capacity_utilization,current_state,True,True,float64,float64,0,0,15,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py""]","[63, 125, 619, 647, 648, 683, 684, 742, 818, 865, 1252, 1291, 1322, 1700, 1953]",[],"['""capacity_utilization"",', '""capacity_utilization""', 'capacity_utilization', 'capacity_utilization = (', 'capacity_utilization.clip(', '] = capacity_utilization']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
day_of_month,temporal_calendar,True,True,int64,int64,0,0,11,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[25, 58, 119, 127, 460, 464, 723, 1389, 1390, 1578, 1792]",[],"['day_of_month', 'add_day_of_month: bool = True', 'if self._config.add_day_of_month:', '""calendar_day_of_month"",', 'if config.add_day_of_month:', 'add(""calendar_day_of_month"")', 'add_day_of_month=True,', '""day_of_month"",', 'dataframe[""day_of_month""] = (']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
day_of_week,temporal_calendar,True,True,int64,int64,0,0,47,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[27, 61, 86, 87, 123, 130, 154, 155, 488, 492, 597, 602, 606, 680, 740, 845, 852, 858, 864, 870, 876, 882, 888, 894, 900, 951, 956, 958, 962, 963, 968, 970, 974, 1139, 1142, 1143, 1219, 1226, 1237, 1238, 1395, 1396, 1451, 1453, 1580, 1796]",[],"['day_of_week', 'add_day_of_week: bool = True', 'if self._config.add_day_of_week:', '""calendar_day_of_week"",', 'day_of_week = (', 'day_of_week < 5', 'day_of_week >= 5', '""calendar_day_of_week_sin"",', 'day_of_week,', '""calendar_day_of_week_cos"",', 'if config.add_day_of_week:', 'add(""calendar_day_of_week"")', 'add(""calendar_day_of_week_sin"")', 'add(""calendar_day_of_week_cos"")', 'add_day_of_week=True,', 'day_of_week_sin', 'day_of_week_cos', '""day_of_week"",', '""day_of_week_sin"",', '""day_of_week_cos"",', 'dataframe[""day_of_week""] = (', 'day_of_week == 0', 'day_of_week == 1', 'day_of_week == 2', 'day_of_week == 3', 'day_of_week == 4', 'day_of_week == 5', 'day_of_week == 6', '* day_of_week', '""day_of_week_sin""', '""day_of_week_cos""', '""day_of_week""', '""day_of_week contains values outside ""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
day_of_week_cos,temporal_calendar,True,True,float64,float64,0,0,7,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[87, 155, 970, 974, 1143, 1238, 1453]",[],"['""calendar_day_of_week_cos"",', 'add(""calendar_day_of_week_cos"")', 'day_of_week_cos', '""day_of_week_cos"",', '""day_of_week_cos""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
day_of_week_sin,temporal_calendar,True,True,float64,float64,0,0,7,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[86, 154, 958, 968, 1142, 1237, 1451]",[],"['""calendar_day_of_week_sin"",', 'add(""calendar_day_of_week_sin"")', 'day_of_week_sin', '""day_of_week_sin"",', '""day_of_week_sin""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
day_of_year,temporal_calendar,True,True,int64,int64,0,0,29,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[26, 59, 88, 89, 121, 128, 156, 157, 474, 478, 729, 986, 987, 994, 996, 998, 1000, 1006, 1007, 1009, 1010, 1013, 1015, 1392, 1393, 1455, 1457, 1579, 1794]",[],"['day_of_year', 'add_day_of_year: bool = True', 'if self._config.add_day_of_year:', '""calendar_day_of_year"",', 'day_of_year = (', '""calendar_day_of_year_sin"",', 'day_of_year - 1,', '""calendar_day_of_year_cos"",', 'if config.add_day_of_year:', 'add(""calendar_day_of_year"")', 'add(""calendar_day_of_year_sin"")', 'add(""calendar_day_of_year_cos"")', 'add_day_of_year=True,', 'day_of_year_sin', 'day_of_year_cos', '""day_of_year"",', '""day_of_year_sin"",', '""day_of_year_cos"",', 'dataframe[""day_of_year""] = (', 'day_of_year_angle = (', '""day_of_year_sin""', 'day_of_year_angle', '""day_of_year_cos""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
day_of_year_cos,temporal_calendar,True,True,float64,float64,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[89, 157, 1006, 1013, 1457]",[],"['""calendar_day_of_year_cos"",', 'add(""calendar_day_of_year_cos"")', 'day_of_year_cos', '""day_of_year_cos"",', '""day_of_year_cos""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
day_of_year_sin,temporal_calendar,True,True,float64,float64,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[88, 156, 994, 1007, 1455]",[],"['""calendar_day_of_year_sin"",', 'add(""calendar_day_of_year_sin"")', 'day_of_year_sin', '""day_of_year_sin"",', '""day_of_year_sin""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
days_to_month_end,temporal_calendar,True,True,int64,int64,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[739, 746, 750, 1427, 1583]",[],"['days_to_month_end = (', '""days_to_month_end"",', 'days_to_month_end', 'add(""days_to_month_end"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
demand_class,current_state,True,True,str,str,0,0,31,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\ml_models\\xgboost_model.py""]","[59, 196, 200, 350, 870, 872, 878, 886, 898, 910, 922, 934, 939, 940, 957, 961, 965, 969, 973, 977, 983, 1341, 1517, 1518, 1719, 1722, 1726, 1954, 2269, 2336, 2499]",[],"['add_demand_classification: bool = True', 'missing_demand_classification_count: int', 'if config.add_demand_classification:', 'demand_class = pd.Series(', 'demand_class.loc[', '""demand_class"",', 'demand_class,', 'demand_class.eq(""LOW"")', 'demand_class.eq(""MODERATE"")', 'demand_class.eq(""HIGH"")', 'demand_class.eq(""VERY_HIGH"")', 'demand_class.eq(""CRITICAL"")', 'demand_class.eq(', '""demand_class_code"",', 'missing_demand_classification_count = int(', 'missing_demand_classification_count=', 'missing_demand_classification_count,', '""demand_class""', '""demand_class_code""', '""have demand_class=\'CAPACITY_EXCEEDED\'. ""', 'add_demand_classification=True,', '- demand_class']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
demand_class_code,current_state,True,True,int64,int64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[983, 1726, 1954]",[],"['""demand_class_code"",', '""demand_class_code""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
demand_excess_pressure,other,True,True,float64,float64,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[727, 1672, 1949]",[],"['""demand_excess_pressure"",', '""demand_excess_pressure""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
demand_level,current_state,True,True,float64,float64,0,0,18,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[188, 679, 687, 694, 948, 956, 960, 964, 968, 972, 976, 984, 1655, 1658, 1662, 1946, 1947, 2491]",[],"['add_demand_level: bool = True', 'if config.add_demand_level:', '""demand_level"",', '""calculated_demand_level"",', 'demand_level_code = (', 'demand_level_code.loc[', 'demand_level_code,', '""demand_level""', '""calculated_demand_level""', 'add_demand_level=True,']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
